seq_id,feature_type,start,end,strand,geneid,locus_tag,gene,protein_id,product,normalized_label,normalized_quality,go_terms,go_bp,go_mf,go_cc,goslim_terms
NP_417583.4,CDS,3259721,3260110,-,947624,b3113,tdcF,NP_417583.4,putative enamine/imine deaminase,low_info,low,GO:0005829;GO:0006566;GO:0016787;GO:0019239;GO:0042802;GO:0070689,GO:0006566;GO:0070689,GO:0016787;GO:0019239;GO:0042802,GO:0005829,GO:0003824;GO:0005829;GO:0006520;GO:0006629;GO:0016787
YP_026205.1,CDS,3260124,3262418,-,947623,b3114,tdcE,YP_026205.1,2-ketobutyrate formate-lyase/pyruvate formate-lyase 4,other,low,GO:0003824;GO:0005515;GO:0005737;GO:0005829;GO:0005975;GO:0008861;GO:0016020;GO:0016740;GO:0016746;GO:0016747;GO:0043875;GO:0070689,GO:0005975;GO:0070689,GO:0003824;GO:0005515;GO:0008861;GO:0016740;GO:0016746;GO:0016747;GO:0043875,GO:0005737;GO:0005829;GO:0016020,GO:0003824;GO:0005829;GO:0005975;GO:0006520;GO:0006629;GO:0016740
NP_417585.2,CDS,3262452,3263660,-,947635,b3115,tdcD,NP_417585.2,propionate kinase,kinase,medium,GO:0000166;GO:0005515;GO:0005524;GO:0005829;GO:0006082;GO:0006083;GO:0006567;GO:0008776;GO:0008980;GO:0016301;GO:0016740;GO:0016774;GO:0019665;GO:0046872;GO:0070689,GO:0006082;GO:0006083;GO:0006567;GO:0019665;GO:0070689,GO:0000166;GO:0005515;GO:0005524;GO:0008776;GO:0008980;GO:0016301;GO:0016740;GO:0016774;GO:0046872,GO:0005829,GO:0003824;GO:0005829;GO:0006091;GO:0006520;GO:0006629;GO:0016740
NP_417586.1,CDS,3263686,3265017,-,947629,b3116,tdcC,NP_417586.1,threonine/serine:H(+) symporter,transporter,medium,GO:0003333;GO:0005886;GO:0006865;GO:0015171;GO:0015194;GO:0015195;GO:0015293;GO:0015295;GO:0015565;GO:0015825;GO:0015826;GO:0016020;GO:0022857;GO:0032329;GO:1902600,GO:0003333;GO:0006865;GO:0015825;GO:0015826;GO:0032329;GO:1902600,GO:0015171;GO:0015194;GO:0015195;GO:0015293;GO:0015295;GO:0015565;GO:0022857,GO:0005886;GO:0016020,GO:0005215;GO:0005886;GO:0055085
NP_417587.1,CDS,3265039,3266028,-,947633,b3117,tdcB,NP_417587.1,catabolic threonine dehydratase,other,low,GO:0000166;GO:0003824;GO:0003941;GO:0004793;GO:0004794;GO:0005829;GO:0006520;GO:0006565;GO:0006567;GO:0016597;GO:0016829;GO:0016841;GO:0030170;GO:0032991;GO:0070689,GO:0006520;GO:0006565;GO:0006567;GO:0070689,GO:0000166;GO:0003824;GO:0003941;GO:0004793;GO:0004794;GO:0016597;GO:0016829;GO:0016841;GO:0030170,GO:0005829;GO:0032991,GO:0003824;GO:0005829;GO:0006520;GO:0006629;GO:0016829
NP_417588.1,CDS,3266127,3267065,-,947494,b3118,tdcA,NP_417588.1,DNA-binding transcriptional activator TdcA,transcriptional_regulator,high,GO:0000987;GO:0003677;GO:0003700;GO:0005737;GO:0005829;GO:0006355;GO:0043565;GO:0045893;GO:0070689,GO:0006355;GO:0045893;GO:0070689,GO:0000987;GO:0003677;GO:0003700;GO:0043565,GO:0005737;GO:0005829,GO:0003677;GO:0005829;GO:0006355;GO:0006520;GO:0006629;GO:0140110
NP_417589.4,CDS,3267380,3267598,+,944907,b3119,tdcR,NP_417589.4,DNA-binding transcriptional activator TdcR,transcriptional_regulator,high,GO:0003677;GO:0045893,GO:0045893,GO:0003677,,GO:0003677;GO:0006355
NP_417590.2,CDS,3267854,3268393,+,947705,b3120,yhaB,NP_417590.2,protein YhaB,other,low,,,,,
NP_417591.1,CDS,3268415,3269602,+,947557,b3121,yhaC,NP_417591.1,uncharacterized protein YhaC,low_info,low,GO:0006974,GO:0006974,,,
NP_417593.4,CDS,3270625,3271770,-,947632,b3124,garK,NP_417593.4,glycerate 2-kinase 1,kinase,medium,GO:0000166;GO:0005524;GO:0008887;GO:0016301;GO:0016740;GO:0031388;GO:0042838;GO:0043798;GO:0046392;GO:0046395,GO:0031388;GO:0042838;GO:0046392;GO:0046395,GO:0000166;GO:0005524;GO:0008887;GO:0016301;GO:0016740;GO:0043798,,GO:0003824;GO:0005975;GO:0016740
NP_417594.3,CDS,3271867,3272751,-,947631,b3125,garR,NP_417594.3,tartronate semialdehyde reductase,reductase,low,GO:0008679;GO:0016491;GO:0016616;GO:0042838;GO:0046392;GO:0046395;GO:0046487;GO:0050661;GO:0051287,GO:0042838;GO:0046392;GO:0046395;GO:0046487,GO:0008679;GO:0016491;GO:0016616;GO:0050661;GO:0051287,,GO:0003824;GO:0005975;GO:0016491
NP_417595.1,CDS,3272787,3273557,-,947630,b3126,garL,NP_417595.1,alpha-dehydro-beta-deoxy-D-glucarate aldolase,other,low,GO:0000287;GO:0003824;GO:0005737;GO:0008672;GO:0016829;GO:0016830;GO:0016832;GO:0019394;GO:0042838;GO:0046392;GO:0046872;GO:0061677,GO:0019394;GO:0042838;GO:0046392,GO:0000287;GO:0003824;GO:0008672;GO:0016829;GO:0016830;GO:0016832;GO:0046872;GO:0061677,GO:0005737,GO:0003824;GO:0005975;GO:0016829
NP_417596.1,CDS,3273573,3274907,-,947642,b3127,garP,NP_417596.1,galactarate/D-glucarate transporter GarP,transporter,medium,GO:0005886;GO:0005975;GO:0015296;GO:0016020;GO:0019580;GO:0019752;GO:0022857;GO:0042836;GO:0055085;GO:0097533;GO:0098656,GO:0005975;GO:0019580;GO:0019752;GO:0042836;GO:0055085;GO:0097533;GO:0098656,GO:0015296;GO:0022857,GO:0005886;GO:0016020,GO:0005215;GO:0005886;GO:0005975;GO:0055085
NP_417597.1,CDS,3275282,3276853,+,947641,b3128,garD,NP_417597.1,GarD,other,low,GO:0008198;GO:0008867;GO:0016829;GO:0019698;GO:0042803;GO:0046392;GO:0046872,GO:0019698;GO:0046392,GO:0008198;GO:0008867;GO:0016829;GO:0042803;GO:0046872,,GO:0003824;GO:0005975;GO:0016829
NP_417598.1,CDS,3277002,3277337,+,947639,b3129,prlF,NP_417598.1,antitoxin PrlF,toxin_antitoxin,high,GO:0001558;GO:0003677;GO:0003700;GO:0005737;GO:0006355;GO:0019899;GO:0040008;GO:0042802;GO:0044010;GO:0045892;GO:0097351;GO:0110001,GO:0001558;GO:0006355;GO:0040008;GO:0044010;GO:0045892,GO:0003677;GO:0003700;GO:0019899;GO:0042802;GO:0097351,GO:0005737;GO:0110001,GO:0003677;GO:0006355;GO:0140110;GO:0140313
NP_417599.1,CDS,3277337,3277801,+,947638,b3130,yhaV,NP_417599.1,ribosome-dependent mRNA interferase toxin YhaV,toxin_antitoxin,high,GO:0004518;GO:0004519;GO:0004521;GO:0004540;GO:0005515;GO:0006355;GO:0006402;GO:0016787;GO:0030308;GO:0040008;GO:0042803;GO:0043023;GO:0044010;GO:0110001,GO:0006355;GO:0006402;GO:0030308;GO:0040008;GO:0044010,GO:0004518;GO:0004519;GO:0004521;GO:0004540;GO:0005515;GO:0016787;GO:0042803;GO:0043023,GO:0110001,GO:0003824;GO:0006355;GO:0016071;GO:0016787;GO:0140098
NP_417600.1,CDS,3277856,3278665,-,947636,b3131,agaR,NP_417600.1,DNA-binding transcriptional repressor AgaR,transcriptional_regulator,high,GO:0000987;GO:0003677;GO:0003700;GO:0006355;GO:0098531,GO:0006355,GO:0000987;GO:0003677;GO:0003700;GO:0098531,,GO:0003677;GO:0006355;GO:0140110
NP_417601.1,CDS,3278914,3280194,+,947637,b3132,kbaZ,NP_417601.1,"putative tagatose-1,6-bisphosphate aldolase 1 chaperone",low_info,low,GO:0005886;GO:0005975;GO:0008047;GO:0009401;GO:1902494;GO:2001059,GO:0005975;GO:0009401;GO:2001059,GO:0008047,GO:0005886;GO:1902494,GO:0005886;GO:0005975;GO:0055085;GO:0098772;GO:1901135
NP_417602.4,CDS,3280217,3280690,+,947648,b3133,agaV,NP_417602.4,N-acetyl-D-galactosamine specific PTS enzyme IIBcomponent,other,low,GO:0005737;GO:0008982;GO:0009401;GO:0016301;GO:0016740,GO:0009401,GO:0008982;GO:0016301;GO:0016740,GO:0005737,GO:0003824;GO:0005215;GO:0016740;GO:0055085
b3134,gene,3280701,3281102,+,947647,b3134,agaW,,,unknown,low,,,,,
b3135,gene,3281122,3281625,+,947646,b3135,agaA,,,unknown,low,,,,,
NP_417605.1,CDS,3281976,3283130,+,947645,b3136,agaS,NP_417605.1,putative galactosamine-6-phosphate deaminase/isomerase,low_info,low,GO:0005886;GO:0009401;GO:0016787;GO:0016853;GO:0097367;GO:1901135,GO:0009401;GO:1901135,GO:0016787;GO:0016853;GO:0097367,GO:0005886,GO:0003824;GO:0005886;GO:0016787;GO:0016853;GO:0055085;GO:1901135
NP_417606.1,CDS,3283143,3284003,+,947644,b3137,kbaY,NP_417606.1,"tagatose-1,6-bisphosphate aldolase 1",other,low,GO:0005515;GO:0005829;GO:0005975;GO:0008270;GO:0009025;GO:0016829;GO:0016832;GO:0032991;GO:0042802;GO:0046872;GO:0051289;GO:1902494;GO:2001059,GO:0005975;GO:0051289;GO:2001059,GO:0005515;GO:0008270;GO:0009025;GO:0016829;GO:0016832;GO:0042802;GO:0046872,GO:0005829;GO:0032991;GO:1902494,GO:0003824;GO:0005829;GO:0005975;GO:0016829;GO:0065003;GO:1901135
NP_417607.1,CDS,3284170,3284646,+,947653,b3138,agaB,NP_417607.1,galactosamine-specific PTS enzyme IIB component,other,low,GO:0005737;GO:0008982;GO:0009401;GO:0016301;GO:0016740,GO:0009401,GO:0008982;GO:0016301;GO:0016740,GO:0005737,GO:0003824;GO:0005215;GO:0016740;GO:0055085
NP_417608.1,CDS,3284685,3285488,+,947652,b3139,agaC,NP_417608.1,galactosamine-specific PTS enzyme IIC component,other,low,GO:0005886;GO:0009401;GO:0016020,GO:0009401,,GO:0005886;GO:0016020,GO:0005886;GO:0055085
NP_417609.1,CDS,3285478,3286269,+,947649,b3140,agaD,NP_417609.1,galactosamine-specific PTS enzyme IID component,other,low,GO:0005886;GO:0009401;GO:0016020,GO:0009401,,GO:0005886;GO:0016020,GO:0005886;GO:0055085
NP_417610.1,CDS,3286270,3287025,+,947985,b3141,agaI,NP_417610.1,putative deaminase AgaI,low_info,low,GO:0004342;GO:0005737;GO:0005829;GO:0005975;GO:0006043;GO:0006044;GO:0006046;GO:0016787;GO:0019262;GO:0042802;GO:0043877,GO:0005975;GO:0006043;GO:0006044;GO:0006046;GO:0019262,GO:0004342;GO:0016787;GO:0042802;GO:0043877,GO:0005737;GO:0005829,GO:0003824;GO:0005829;GO:0005975;GO:0016787;GO:0016853;GO:1901135
NP_417611.1,CDS,3287426,3288010,+,947658,b3142,yraH,NP_417611.1,putative fimbrial protein YraH,low_info,low,GO:0007155;GO:0009289;GO:0043709,GO:0007155;GO:0043709,,GO:0009289,GO:0007155
NP_417612.1,CDS,3288090,3288785,+,947657,b3143,yraI,NP_417612.1,putative fimbrial chaperone YraI,low_info,low,GO:0006457;GO:0030288;GO:0042597;GO:0044183;GO:0071555,GO:0006457;GO:0071555,GO:0044183,GO:0030288;GO:0042597,GO:0006457;GO:0044183;GO:0051604;GO:0071554
NP_417613.1,CDS,3288814,3291330,+,947656,b3144,yraJ,NP_417613.1,putative fimbrial usher protein YraJ,low_info,low,GO:0006974;GO:0009279;GO:0009297;GO:0015473;GO:0016020;GO:0055085,GO:0006974;GO:0009297;GO:0055085,GO:0015473,GO:0009279;GO:0016020,GO:0005215;GO:0030312;GO:0055085
NP_417614.1,CDS,3291341,3292432,+,947654,b3145,yraK,NP_417614.1,putative fimbrial adhesin YraK,low_info,low,GO:0007155;GO:0009289;GO:0043709,GO:0007155;GO:0043709,,GO:0009289,GO:0007155
NP_417615.1,CDS,3292475,3293335,-,947664,b3146,rsmI,NP_417615.1,16S rRNA 2'-O-ribose C1402 methyltransferase,ribosomal_rna,high,GO:0005515;GO:0005737;GO:0006364;GO:0008168;GO:0016740;GO:0031167;GO:0032259;GO:0042803;GO:0070677,GO:0006364;GO:0031167;GO:0032259,GO:0005515;GO:0008168;GO:0016740;GO:0042803;GO:0070677,GO:0005737,GO:0003824;GO:0016740;GO:0042254;GO:0140098
NP_417616.1,CDS,3293400,3295436,+,947663,b3147,lpoA,NP_417616.1,outer membrane lipoprotein - activator of MrcA activity,transcriptional_regulator,high,GO:0004553;GO:0005515;GO:0008360;GO:0009252;GO:0009279;GO:0019899;GO:0030234;GO:0031241;GO:0042597,GO:0008360;GO:0009252,GO:0004553;GO:0005515;GO:0019899;GO:0030234,GO:0009279;GO:0031241;GO:0042597,GO:0003824;GO:0016787;GO:0030312;GO:0071554;GO:0098772;GO:1901135
NP_417617.1,CDS,3295394,3295789,+,947662,b3148,yraN,NP_417617.1,PF02021 family protein YraN,other,low,GO:0003676,,GO:0003676,,
NP_417618.1,CDS,3295809,3296399,+,947661,b3149,diaA,NP_417618.1,DnaA initiator-associating protein DiaA,other,low,GO:0005515;GO:0006260;GO:0032298;GO:0042802;GO:0042803;GO:0097367;GO:1901135;GO:1990102,GO:0006260;GO:0032298;GO:1901135,GO:0005515;GO:0042802;GO:0042803;GO:0097367,GO:1990102,GO:0005694;GO:0006260;GO:0043226;GO:1901135
NP_417619.1,CDS,3296409,3296984,+,947659,b3150,dolP,NP_417619.1,division and outer membrane stress-associated lipid-binding lipoprotein,membrane_protein,low,GO:0009279;GO:0032153,,,GO:0009279;GO:0032153,GO:0030312
NP_417620.1,CDS,3297098,3298138,-,947668,b3151,yraQ,NP_417620.1,permease family protein YraQ,transporter,medium,GO:0005886,,,GO:0005886,GO:0005886
NP_417621.2,CDS,3298211,3298846,-,947667,b3152,yraR,NP_417621.2,putative nucleoside-diphosphate-sugar epimerase,low_info,low,GO:0016620;GO:0051287,,GO:0016620;GO:0051287,,GO:0003824;GO:0016491
NP_417622.2,CDS,3298974,3299492,+,947666,b3153,yhbO,NP_417622.2,protein/nucleic acid deglycase 2,other,low,GO:0005737;GO:0005829;GO:0006281;GO:0006974;GO:0006979;GO:0009268;GO:0009408;GO:0009411;GO:0016787;GO:0019172;GO:0019249;GO:0030091;GO:0036524;GO:0036525;GO:0042802;GO:0061727;GO:0106044,GO:0006281;GO:0006974;GO:0006979;GO:0009268;GO:0009408;GO:0009411;GO:0019249;GO:0030091;GO:0036525;GO:0061727;GO:0106044,GO:0016787;GO:0019172;GO:0036524;GO:0042802,GO:0005737;GO:0005829,GO:0003824;GO:0005829;GO:0006281;GO:0016787;GO:0016829;GO:0055086;GO:0098754;GO:0140096
NP_417623.1,CDS,3299472,3299915,-,947665,b3154,yhbP,NP_417623.1,putative FMN binding protein YhbP,low_info,low,GO:0005829,,,GO:0005829,GO:0005829
NP_417624.1,CDS,3299966,3300268,+,947671,b3155,yhbQ,NP_417624.1,DNA damage response nuclease YhbQ,nuclease,medium,GO:0004520;GO:0005515;GO:0006259;GO:0006974;GO:0008296,GO:0006259;GO:0006974,GO:0004520;GO:0005515;GO:0008296,,GO:0003824;GO:0016787;GO:0140097
NP_417625.1,CDS,3300255,3300758,-,947670,b3156,yhbS,NP_417625.1,putative N-acetyltransferase YhbS,low_info,low,GO:0005515;GO:0005829;GO:0016740;GO:0016746;GO:0016747,,GO:0005515;GO:0016740;GO:0016746;GO:0016747,GO:0005829,GO:0003824;GO:0005829;GO:0016740
NP_417626.1,CDS,3300752,3301276,-,947669,b3157,ubiT,NP_417626.1,anaerobic ubiquinone biosynthesis accessory factor UbiT,other,low,GO:0005829;GO:0006744,GO:0006744,,GO:0005829,GO:0005829
NP_417627.1,CDS,3301485,3302480,+,949115,b3158,ubiU,NP_417627.1,ubiquinone biosynthesis protein UbiU,other,low,GO:0005515;GO:0006744;GO:0046872;GO:0051536;GO:0051539,GO:0006744,GO:0005515;GO:0046872;GO:0051536;GO:0051539,,
NP_417628.2,CDS,3302489,3303367,+,949117,b3159,ubiV,NP_417628.2,ubiquinone biosynthesis protein UbiV,other,low,GO:0005515;GO:0006744;GO:0046872;GO:0051536;GO:0051539,GO:0006744,GO:0005515;GO:0046872;GO:0051536;GO:0051539,,
NP_417629.1,CDS,3303448,3304455,+,947677,b3160,yhbW,NP_417629.1,putative luciferase-like monooxygenase YhbW,low_info,low,GO:0005829;GO:0016491;GO:0016705,,GO:0016491;GO:0016705,GO:0005829,GO:0003824;GO:0005829;GO:0016491
NP_417630.1,CDS,3304573,3305817,-,947675,b3161,mtr,NP_417630.1,tryptophan:H(+) symporter Mtr,transporter,medium,GO:0003333;GO:0005886;GO:0006865;GO:0015173;GO:0015196;GO:0015293;GO:0015801;GO:0015827;GO:0022857,GO:0003333;GO:0006865;GO:0015801;GO:0015827,GO:0015173;GO:0015196;GO:0015293;GO:0022857,GO:0005886,GO:0005215;GO:0005886;GO:0055085
NP_417631.2,CDS,3305971,3307860,-,947674,b3162,deaD,NP_417631.2,ATP-dependent RNA helicase DeaD,helicase,medium,GO:0000027;GO:0000166;GO:0003676;GO:0003723;GO:0003724;GO:0004386;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0005840;GO:0006401;GO:0009266;GO:0009314;GO:0009409;GO:0016787;GO:0016817;GO:0016887;GO:0033592;GO:0042255;GO:0042803;GO:0045727;GO:0048255;GO:0070417,GO:0000027;GO:0006401;GO:0009266;GO:0009314;GO:0009409;GO:0042255;GO:0045727;GO:0048255;GO:0070417,GO:0000166;GO:0003676;GO:0003723;GO:0003724;GO:0004386;GO:0005515;GO:0005524;GO:0016787;GO:0016817;GO:0016887;GO:0033592;GO:0042803,GO:0005737;GO:0005829;GO:0005840,GO:0003723;GO:0003824;GO:0005829;GO:0005840;GO:0016787;GO:0016853;GO:0042254;GO:0043226;GO:0065003;GO:0140098;GO:0140657
NP_417632.1,CDS,3308040,3308924,-,947673,b3163,nlpI,NP_417632.1,lipoprotein NlpI,membrane_protein,low,GO:0000270;GO:0005515;GO:0005886;GO:0030674;GO:0042803;GO:0051301,GO:0000270;GO:0051301,GO:0005515;GO:0030674;GO:0042803,GO:0005886,GO:0005886;GO:0060090;GO:1901135
NP_417633.4,CDS,3309033,3311168,-,947672,b3164,pnp,NP_417633.4,polynucleotide phosphorylase,other,low,GO:0000175;GO:0000287;GO:0003676;GO:0003723;GO:0004654;GO:0005515;GO:0005737;GO:0005829;GO:0006396;GO:0006401;GO:0006402;GO:0009408;GO:0016020;GO:0016740;GO:0016779;GO:0035438;GO:0042802;GO:0046872;GO:1990061,GO:0006396;GO:0006401;GO:0006402;GO:0009408,GO:0000175;GO:0000287;GO:0003676;GO:0003723;GO:0004654;GO:0005515;GO:0016740;GO:0016779;GO:0035438;GO:0042802;GO:0046872,GO:0005737;GO:0005829;GO:0016020;GO:1990061,GO:0003723;GO:0003824;GO:0005829;GO:0016071;GO:0016740;GO:0016787;GO:0140098
NP_417634.1,CDS,3311415,3311684,-,947686,b3165,rpsO,NP_417634.1,30S ribosomal subunit protein S15,other,low,GO:0000028;GO:0002181;GO:0003723;GO:0003735;GO:0005737;GO:0005829;GO:0005840;GO:0006412;GO:0006417;GO:0019843;GO:0022627;GO:0070181;GO:1990904,GO:0000028;GO:0002181;GO:0006412;GO:0006417,GO:0003723;GO:0003735;GO:0019843;GO:0070181,GO:0005737;GO:0005829;GO:0005840;GO:0022627;GO:1990904,GO:0002181;GO:0003723;GO:0005198;GO:0005829;GO:0005840;GO:0042254;GO:0043226;GO:0065003
NP_417635.1,CDS,3311833,3312777,-,947687,b3166,truB,NP_417635.1,tRNA pseudouridine(55) synthase,trna,high,GO:0000049;GO:0001522;GO:0003723;GO:0005829;GO:0006396;GO:0006400;GO:0008033;GO:0009451;GO:0009982;GO:0016853;GO:0031119;GO:0061818;GO:0106029;GO:0140098;GO:0160148;GO:1990481,GO:0001522;GO:0006396;GO:0006400;GO:0008033;GO:0009451;GO:0031119;GO:0061818;GO:1990481,GO:0000049;GO:0003723;GO:0009982;GO:0016853;GO:0106029;GO:0140098;GO:0160148,GO:0005829,GO:0003723;GO:0003824;GO:0005829;GO:0006399;GO:0016071;GO:0016853;GO:0140098
NP_417636.1,CDS,3312777,3313178,-,947685,b3167,rbfA,NP_417636.1,30S ribosome binding factor,other,low,GO:0005737;GO:0005829;GO:0006364;GO:0006974;GO:0009409;GO:0030490;GO:0042254;GO:0042274;GO:0043024,GO:0006364;GO:0006974;GO:0009409;GO:0030490;GO:0042254;GO:0042274,GO:0043024,GO:0005737;GO:0005829,GO:0005829;GO:0042254
NP_417637.1,CDS,3313342,3316014,-,947684,b3168,infB,NP_417637.1,translation initiation factor IF-2beta',other,low,GO:0003743;GO:0005737;GO:0005829;GO:0006413,GO:0006413,GO:0003743,GO:0005737;GO:0005829,GO:0005829
YP_010283915.1,CDS,3313342,3315543,-,947684,b3168,infB,YP_010283915.1,translation initiation factor IF-2beta',other,low,GO:0003743;GO:0005737;GO:0005829;GO:0006413,GO:0006413,GO:0003743,GO:0005737;GO:0005829,GO:0005829
YP_010283916.1,CDS,3313342,3315522,-,947684,b3168,infB,YP_010283916.1,translation initiation factor IF-2beta',other,low,GO:0003743;GO:0005737;GO:0005829;GO:0006413,GO:0006413,GO:0003743,GO:0005737;GO:0005829,GO:0005829
NP_417638.1,CDS,3316039,3317526,-,947682,b3169,nusA,NP_417638.1,transcription termination/antitermination protein NusA,other,low,GO:0000166;GO:0001000;GO:0003676;GO:0003700;GO:0003723;GO:0005515;GO:0005737;GO:0005829;GO:0006353;GO:0008023;GO:0019904;GO:0031554;GO:0031564;GO:0032784;GO:0042254;GO:0051259,GO:0006353;GO:0031554;GO:0031564;GO:0032784;GO:0042254;GO:0051259,GO:0000166;GO:0001000;GO:0003676;GO:0003700;GO:0003723;GO:0005515;GO:0019904,GO:0005737;GO:0005829;GO:0008023,GO:0003723;GO:0005634;GO:0005654;GO:0005829;GO:0006351;GO:0006355;GO:0042254;GO:0043226;GO:0065003;GO:0140110
NP_417639.6,CDS,3317554,3318006,-,947680,b3170,rimP,NP_417639.6,ribosome maturation factor RimP,other,low,GO:0000028;GO:0005515;GO:0005737;GO:0005829;GO:0006412;GO:0042254;GO:0042274,GO:0000028;GO:0006412;GO:0042254;GO:0042274,GO:0005515,GO:0005737;GO:0005829,GO:0005829;GO:0042254;GO:0065003
NP_417640.1,CDS,3318637,3319980,+,947590,b3172,argG,NP_417640.1,argininosuccinate synthetase,synthase,low,GO:0000050;GO:0000053;GO:0000166;GO:0004055;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0006526;GO:0008652;GO:0016874;GO:0042802;GO:0042803,GO:0000050;GO:0000053;GO:0006526;GO:0008652,GO:0000166;GO:0004055;GO:0005515;GO:0005524;GO:0016874;GO:0042802;GO:0042803,GO:0005737;GO:0005829,GO:0003824;GO:0005829;GO:0006520;GO:0006575;GO:0016874;GO:0071941
NP_417641.4,CDS,3319988,3321613,-,947711,b3173,yhbX,NP_417641.4,putative hydrolase YhbX,low_info,low,GO:0005886;GO:0009244;GO:0016740;GO:0016772;GO:0016776,GO:0009244,GO:0016740;GO:0016772;GO:0016776,GO:0005886,GO:0003824;GO:0005886;GO:0005975;GO:0006629;GO:0016740;GO:1901135
NP_417642.1,CDS,3322173,3322505,-,947720,b3175,secG,NP_417642.1,Sec translocon subunit SecG,other,low,GO:0005515;GO:0005886;GO:0006616;GO:0006886;GO:0008320;GO:0009306;GO:0015031;GO:0015450;GO:0016020;GO:0031522;GO:0043952;GO:0065002,GO:0006616;GO:0006886;GO:0009306;GO:0015031;GO:0043952;GO:0065002,GO:0005515;GO:0008320;GO:0015450,GO:0005886;GO:0016020;GO:0031522,GO:0005215;GO:0005886;GO:0006886;GO:0055085;GO:0140657
NP_417643.1,CDS,3322733,3324070,-,947692,b3176,glmM,NP_417643.1,phosphoglucosamine mutase,other,low,GO:0000287;GO:0004615;GO:0005829;GO:0005975;GO:0006048;GO:0008966;GO:0009252;GO:0016853;GO:0016868;GO:0018106;GO:0042802;GO:0046777;GO:0046872,GO:0005975;GO:0006048;GO:0009252;GO:0018106;GO:0046777,GO:0000287;GO:0004615;GO:0008966;GO:0016853;GO:0016868;GO:0042802;GO:0046872,GO:0005829,GO:0003824;GO:0005829;GO:0005975;GO:0016853;GO:0055086;GO:0071554;GO:1901135
NP_417644.4,CDS,3324063,3324911,-,947691,b3177,folP,NP_417644.4,dihydropteroate synthase,synthase,low,GO:0004156;GO:0005737;GO:0005829;GO:0009396;GO:0009410;GO:0016740;GO:0042558;GO:0046654;GO:0046656;GO:0046872,GO:0009396;GO:0009410;GO:0042558;GO:0046654;GO:0046656,GO:0004156;GO:0016740;GO:0046872,GO:0005737;GO:0005829,GO:0003824;GO:0005829;GO:0006575;GO:0006766;GO:0016740
NP_417645.1,CDS,3325001,3326935,-,947690,b3178,ftsH,NP_417645.1,ATP-dependent zinc metalloprotease FtsH,protease,medium,GO:0000166;GO:0004176;GO:0004222;GO:0005515;GO:0005524;GO:0005886;GO:0006508;GO:0008233;GO:0008237;GO:0008270;GO:0016020;GO:0016787;GO:0016887;GO:0030163;GO:0046872;GO:0098796;GO:0098797,GO:0006508;GO:0030163,GO:0000166;GO:0004176;GO:0004222;GO:0005515;GO:0005524;GO:0008233;GO:0008237;GO:0008270;GO:0016787;GO:0016887;GO:0046872,GO:0005886;GO:0016020;GO:0098796;GO:0098797,GO:0003824;GO:0005886;GO:0016787;GO:0030163;GO:0140096;GO:0140657
NP_417646.1,CDS,3327035,3327664,-,947689,b3179,rlmE,NP_417646.1,23S rRNA 2'-O-ribose U2552 methyltransferase,ribosomal_rna,high,GO:0000027;GO:0001510;GO:0005737;GO:0005829;GO:0006364;GO:0008168;GO:0008650;GO:0016436;GO:0016740;GO:0031167;GO:0032259,GO:0000027;GO:0001510;GO:0006364;GO:0031167;GO:0032259,GO:0008168;GO:0008650;GO:0016436;GO:0016740,GO:0005737;GO:0005829,GO:0003824;GO:0005829;GO:0016740;GO:0042254;GO:0065003;GO:0140098
NP_417647.1,CDS,3327790,3328083,+,947688,b3180,yhbY,NP_417647.1,ribosome assembly factor YhbY,other,low,GO:0000027;GO:0000028;GO:0000967;GO:0003723;GO:0005515;GO:0005737;GO:0005829;GO:1990275,GO:0000027;GO:0000028;GO:0000967,GO:0003723;GO:0005515;GO:1990275,GO:0005737;GO:0005829,GO:0003723;GO:0005829;GO:0042254;GO:0065003
NP_417648.4,CDS,3328239,3328715,-,947696,b3181,greA,NP_417648.4,transcription elongation factor GreA,other,low,GO:0001108;GO:0003677;GO:0005737;GO:0005829;GO:0006351;GO:0006354;GO:0032784;GO:0070063,GO:0006351;GO:0006354;GO:0032784,GO:0001108;GO:0003677;GO:0070063,GO:0005737;GO:0005829,GO:0003677;GO:0005829;GO:0006351;GO:0006355
NP_417649.1,CDS,3328963,3330396,+,947693,b3182,dacB,NP_417649.1,peptidoglycan DD-endopeptidase DacB,protease,medium,GO:0000270;GO:0004175;GO:0004180;GO:0004185;GO:0004252;GO:0005515;GO:0005886;GO:0006508;GO:0008360;GO:0008658;GO:0009002;GO:0009252;GO:0016787;GO:0042597;GO:0043093;GO:0046677;GO:0051301;GO:0071555,GO:0000270;GO:0006508;GO:0008360;GO:0009252;GO:0043093;GO:0046677;GO:0051301;GO:0071555,GO:0004175;GO:0004180;GO:0004185;GO:0004252;GO:0005515;GO:0008658;GO:0009002;GO:0016787,GO:0005886;GO:0042597,GO:0000910;GO:0003824;GO:0005886;GO:0016787;GO:0022414;GO:0071554;GO:0140096;GO:1901135
